State,District,Soil_Type,Season,Temperature,Humidity,Rainfall,Previous_Crop,Recommended_Crop
Rajasthan,Sirohi,Red Soil,Whole Year,26.3,64,171.6,Watermelon,Millets
Rajasthan,Sirohi,Laterite Soil,Kharif,29.8,83,250.6,Pomegranate,Tea
Rajasthan,Sirohi,Loamy Soil,Kharif,32.1,58,22.1,Chickpea,Wheat
Rajasthan,Sirohi,Sandy Soil,Zaid,37.5,67,324.4,Grapes,Muskmelon
Rajasthan,Sirohi,Alluvial Soil,Kharif,26.7,92,25.8,Muskmelon,Wheat
Rajasthan,Sirohi,Alluvial Soil,Rabi,20.4,58,65.8,Blackgram,Sugarcane
Rajasthan,Sirohi,Loamy Soil,Kharif,36.3,45,152.0,Blackgram,Maize
Rajasthan,Sirohi,Red Soil,Whole Year,22.8,75,296.7,Maize,Millets
Rajasthan,Sirohi,Loamy Soil,Rabi,31.3,81,303.2,Lentil,Sugarcane
Rajasthan,Sirohi,Alluvial Soil,Kharif,39.9,50,240.1,Pigeonpeas,Sugarcane
Rajasthan,Sirohi,Loamy Soil,Rabi,37.5,75,40.9,Chickpea,Sugarcane
Rajasthan,Sirohi,Laterite Soil,Whole Year,30.9,60,245.8,Coffee,Coffee
Rajasthan,Sirohi,Black Soil,Kharif,26.5,59,128.2,Lentil,Cotton
Rajasthan,Sirohi,Red Soil,Rabi,30.1,44,303.7,Pigeonpeas,Groundnut
Rajasthan,Sirohi,Laterite Soil,Zaid,22.2,45,126.2,Orange,Tea
Rajasthan,Sirohi,Red Soil,Whole Year,35.5,45,224.4,Pigeonpeas,Groundnut
Rajasthan,Tonk,Alluvial Soil,Whole Year,27.7,87,45.2,Orange,Maize
Rajasthan,Tonk,Red Soil,Kharif,28.4,70,122.9,Pomegranate,Pulses
Rajasthan,Tonk,Red Soil,Whole Year,21.1,84,257.1,Mothbeans,Pulses
Rajasthan,Tonk,Black Soil,Whole Year,18.4,93,212.2,Watermelon,Soybean
Rajasthan,Tonk,Loamy Soil,Zaid,25.2,60,286.8,Jute,Rice
Rajasthan,Tonk,Alluvial Soil,Whole Year,25.4,46,263.5,Mothbeans,Maize
Rajasthan,Tonk,Red Soil,Kharif,26.0,62,229.8,Banana,Groundnut
Rajasthan,Tonk,Red Soil,Zaid,22.9,52,32.7,Coconut,Pulses
Rajasthan,Tonk,Sandy Soil,Rabi,23.4,45,344.3,Pomegranate,Watermelon
Rajasthan,Tonk,Laterite Soil,Kharif,36.2,94,54.5,Mango,Coffee
Rajasthan,Tonk,Laterite Soil,Kharif,37.5,72,227.1,Grapes,Tea
Rajasthan,Tonk,Sandy Soil,Kharif,35.6,58,315.3,Apple,Muskmelon
Rajasthan,Tonk,Sandy Soil,Rabi,27.6,78,45.3,Rice,Muskmelon
Rajasthan,Tonk,Red Soil,Zaid,33.6,92,275.8,Orange,Groundnut
Rajasthan,Tonk,Sandy Soil,Rabi,23.8,68,128.9,Cotton,Muskmelon
Rajasthan,Tonk,Red Soil,Zaid,19.2,53,289.3,Muskmelon,Pulses
Rajasthan,Tonk,Laterite Soil,Whole Year,38.2,57,291.8,Mango,Cashew
Rajasthan,Tonk,Loamy Soil,Rabi,37.3,71,238.7,Mango,Sugarcane
Rajasthan,Tonk,Laterite Soil,Rabi,29.8,46,280.2,Mungbean,Tea
Rajasthan,Tonk,Sandy Soil,Kharif,24.3,48,24.5,Pomegranate,Watermelon
Rajasthan,Udaipur,Alluvial Soil,Kharif,34.3,69,86.2,Kidneybeans,Maize
Rajasthan,Udaipur,Black Soil,Zaid,38.0,49,146.0,Muskmelon,Cotton
Rajasthan,Udaipur,Loamy Soil,Whole Year,34.7,82,342.9,Grapes,Sugarcane
Rajasthan,Udaipur,Red Soil,Whole Year,18.8,64,283.1,Blackgram,Groundnut
Rajasthan,Udaipur,Loamy Soil,Kharif,20.6,42,162.3,Jute,Wheat
Rajasthan,Udaipur,Sandy Soil,Rabi,19.1,86,160.3,Chickpea,Muskmelon
Rajasthan,Udaipur,Laterite Soil,Kharif,32.0,81,66.5,Muskmelon,Coffee
Rajasthan,Udaipur,Red Soil,Zaid,27.3,54,210.9,Grapes,Groundnut
Rajasthan,Udaipur,Laterite Soil,Rabi,32.8,49,127.3,Rice,Cashew
Rajasthan,Udaipur,Red Soil,Kharif,26.6,59,150.8,Banana,Millets
Rajasthan,Udaipur,Loamy Soil,Zaid,31.7,79,341.9,Watermelon,Wheat
Rajasthan,Udaipur,Black Soil,Rabi,40.0,89,162.7,Mothbeans,Jowar
Rajasthan,Udaipur,Sandy Soil,Kharif,18.1,87,142.5,Coffee,Groundnut
Rajasthan,Udaipur,Black Soil,Zaid,20.0,74,207.3,Maize,Jowar
Rajasthan,Udaipur,Red Soil,Kharif,22.2,92,336.5,Mothbeans,Groundnut
Rajasthan,Udaipur,Red Soil,Rabi,34.3,68,340.1,Mango,Millets
Rajasthan,Udaipur,Black Soil,Whole Year,30.3,81,239.6,Coconut,Cotton
Rajasthan,Udaipur,Alluvial Soil,Zaid,31.4,83,149.0,Coconut,Wheat
Rajasthan,Udaipur,Red Soil,Rabi,34.2,41,124.0,Maize,Pulses
Rajasthan,Udaipur,Laterite Soil,Kharif,20.2,48,291.8,Orange,Cashew
Punjab,Amritsar,Sandy Soil,Kharif,28.3,78,343.6,Maize,Watermelon
Punjab,Amritsar,Loamy Soil,Kharif,28.4,66,263.4,Blackgram,Rice
Punjab,Amritsar,Loamy Soil,Zaid,33.1,73,333.8,Pigeonpeas,Sugarcane
Punjab,Amritsar,Alluvial Soil,Kharif,26.6,48,126.4,Rice,Maize
Punjab,Amritsar,Alluvial Soil,Zaid,31.0,95,162.2,Coffee,Wheat
Punjab,Amritsar,Loamy Soil,Zaid,34.0,57,287.3,Mungbean,Maize
Punjab,Amritsar,Red Soil,Rabi,31.5,79,37.6,Mungbean,Groundnut
Punjab,Amritsar,Sandy Soil,Rabi,33.4,61,73.7,Mango,Groundnut
Punjab,Amritsar,Loamy Soil,Zaid,18.1,60,223.3,Blackgram,Maize
Punjab,Amritsar,Alluvial Soil,Kharif,26.8,56,272.2,Coffee,Maize
Punjab,Amritsar,Black Soil,Kharif,23.5,65,54.3,Orange,Cotton
Punjab,Amritsar,Red Soil,Kharif,32.3,71,84.2,Kidneybeans,Groundnut
Punjab,Amritsar,Loamy Soil,Rabi,26.6,88,25.5,Banana,Maize
Punjab,Amritsar,Alluvial Soil,Rabi,24.2,95,125.6,Muskmelon,Sugarcane
Punjab,Amritsar,Loamy Soil,Kharif,31.5,61,55.8,Maize,Maize
Punjab,Amritsar,Alluvial Soil,Whole Year,34.0,73,124.9,Apple,Sugarcane
Punjab,Amritsar,Red Soil,Rabi,37.5,60,31.9,Blackgram,Pulses
Punjab,Amritsar,Red Soil,Zaid,32.6,57,69.6,Pomegranate,Pulses
Punjab,Amritsar,Laterite Soil,Rabi,35.8,79,129.0,Pomegranate,Cashew
Punjab,Amritsar,Loamy Soil,Zaid,39.2,67,205.2,Banana,Sugarcane
Punjab,Barnala,Sandy Soil,Zaid,36.7,54,69.7,Pigeonpeas,Watermelon
Punjab,Barnala,Alluvial Soil,Zaid,18.3,61,310.9,Lentil,Sugarcane
Punjab,Barnala,Laterite Soil,Rabi,34.1,90,269.7,Coffee,Cashew
Punjab,Barnala,Alluvial Soil,Kharif,31.9,46,234.2,Lentil,Sugarcane
Punjab,Barnala,Sandy Soil,Zaid,29.4,77,310.1,Papaya,Muskmelon
Punjab,Barnala,Alluvial Soil,Whole Year,38.9,72,102.6,Mungbean,Sugarcane
Punjab,Barnala,Sandy Soil,Zaid,30.1,87,118.2,Coffee,Watermelon
Punjab,Barnala,Laterite Soil,Rabi,26.9,40,295.1,Grapes,Cashew
Punjab,Barnala,Red Soil,Kharif,21.6,44,74.5,Mungbean,Millets
Punjab,Barnala,Loamy Soil,Rabi,26.0,87,330.6,Blackgram,Maize
Punjab,Barnala,Sandy Soil,Zaid,37.7,71,62.4,Lentil,Watermelon
Punjab,Barnala,Laterite Soil,Rabi,33.0,94,233.3,Blackgram,Coffee
Punjab,Barnala,Red Soil,Kharif,19.2,80,344.0,Coffee,Groundnut
Punjab,Barnala,Laterite Soil,Whole Year,39.4,82,344.0,Mungbean,Cashew
Punjab,Barnala,Black Soil,Rabi,20.0,75,187.1,Papaya,Cotton
Punjab,Barnala,Alluvial Soil,Whole Year,30.7,51,152.2,Grapes,Maize
Punjab,Barnala,Loamy Soil,Kharif,22.0,41,339.2,Mothbeans,Wheat
Punjab,Barnala,Laterite Soil,Zaid,24.7,67,197.4,Lentil,Tea
Punjab,Barnala,Alluvial Soil,Zaid,32.8,53,52.3,Orange,Rice
Punjab,Barnala,Black Soil,Kharif,23.4,42,322.9,Banana,Jowar
Punjab,Bathinda,Loamy Soil,Rabi,20.6,45,318.9,Pomegranate,Sugarcane
Punjab,Bathinda,Loamy Soil,Zaid,38.7,69,294.0,Banana,Sugarcane
Punjab,Bathinda,Sandy Soil,Whole Year,34.2,83,44.4,Pomegranate,Groundnut
Punjab,Bathinda,Laterite Soil,Kharif,34.0,83,278.1,Blackgram,Cashew
Punjab,Bathinda,Loamy Soil,Zaid,33.6,41,229.7,Watermelon,Wheat
Punjab,Bathinda,Loamy Soil,Whole Year,28.5,79,301.7,Mungbean,Sugarcane
Punjab,Bathinda,Red Soil,Rabi,33.0,70,109.5,Rice,Millets
Punjab,Bathinda,Sandy Soil,Zaid,21.6,62,240.7,Chickpea,Groundnut
Punjab,Bathinda,Laterite Soil,Zaid,31.2,58,261.5,Coffee,Tea
Punjab,Bathinda,Red Soil,Whole Year,32.4,90,174.8,Lentil,Groundnut
Punjab,Bathinda,Black Soil,Whole Year,31.2,74,290.4,Lentil,Cotton
Punjab,Bathinda,Alluvial Soil,Whole Year,34.3,76,59.5,Orange,Maize
Punjab,Bathinda,Red Soil,Kharif,32.7,47,339.4,Banana,Millets
Punjab,Bathinda,Laterite Soil,Kharif,19.2,49,45.5,Papaya,Coffee
Punjab,Bathinda,Laterite Soil,Rabi,24.9,48,123.1,Lentil,Tea
Punjab,Bathinda,Alluvial Soil,Zaid,34.5,61,65.9,Jute,Sugarcane
Punjab,Bathinda,Red Soil,Rabi,31.7,46,93.5,Jute,Pulses
Punjab,Bathinda,Laterite Soil,Zaid,32.2,89,198.4,Grapes,Tea
Punjab,Bathinda,Laterite Soil,Zaid,28.8,41,185.0,Mango,Tea
Punjab,Bathinda,Red Soil,Whole Year,37.4,89,160.7,Mango,Groundnut
Punjab,Faridkot,Loamy Soil,Whole Year,25.6,58,156.7,Mothbeans,Sugarcane
Punjab,Faridkot,Loamy Soil,Rabi,25.7,56,62.7,Muskmelon,Maize
Punjab,Faridkot,Sandy Soil,Whole Year,30.3,44,321.1,Mungbean,Muskmelon
Punjab,Faridkot,Black Soil,Whole Year,19.2,74,332.4,Papaya,Jowar
Punjab,Faridkot,Alluvial Soil,Kharif,34.7,50,296.2,Maize,Sugarcane
Punjab,Faridkot,Black Soil,Rabi,24.0,65,300.3,Jute,Soybean
Punjab,Faridkot,Black Soil,Whole Year,35.0,67,318.9,Lentil,Jowar
Punjab,Faridkot,Loamy Soil,Rabi,32.7,47,180.7,Cotton,Sugarcane
Punjab,Faridkot,Red Soil,Kharif,37.2,52,115.3,Coconut,Pulses
Punjab,Faridkot,Red Soil,Zaid,26.0,58,139.7,Cotton,Pulses
Punjab,Faridkot,Red Soil,Whole Year,38.7,84,113.3,Watermelon,Groundnut
Punjab,Faridkot,Red Soil,Kharif,37.3,91,256.0,Mothbeans,Pulses
Punjab,Faridkot,Alluvial Soil,Kharif,18.0,47,210.6,Pigeonpeas,Rice
Punjab,Faridkot,Alluvial Soil,Rabi,35.2,93,296.7,Chickpea,Rice
Punjab,Faridkot,Red Soil,Rabi,18.0,87,134.0,Mothbeans,Groundnut
Punjab,Faridkot,Laterite Soil,Whole Year,23.5,46,253.4,Mothbeans,Cashew
Punjab,Faridkot,Alluvial Soil,Kharif,26.6,65,338.8,Banana,Maize
Punjab,Faridkot,Alluvial Soil,Zaid,31.6,53,141.9,Orange,Wheat
Punjab,Faridkot,Sandy Soil,Rabi,26.4,66,47.6,Kidneybeans,Watermelon
Punjab,Faridkot,Laterite Soil,Kharif,33.6,61,135.2,Cotton,Cashew
Punjab,Fatehgarh Sahib,Alluvial Soil,Kharif,34.1,46,309.8,Lentil,Wheat
Punjab,Fatehgarh Sahib,Loamy Soil,Kharif,21.6,42,320.4,Watermelon,Sugarcane
Punjab,Fatehgarh Sahib,Black Soil,Zaid,28.2,90,172.1,Maize,Soybean
Punjab,Fatehgarh Sahib,Alluvial Soil,Rabi,29.8,76,92.6,Coconut,Rice
Punjab,Fatehgarh Sahib,Red Soil,Kharif,30.3,90,117.4,Kidneybeans,Millets
Punjab,Fatehgarh Sahib,Alluvial Soil,Zaid,22.6,71,128.7,Coconut,Maize
Punjab,Fatehgarh Sahib,Alluvial Soil,Zaid,38.7,46,246.0,Coconut,Maize
Punjab,Fatehgarh Sahib,Sandy Soil,Whole Year,19.6,73,319.1,Chickpea,Muskmelon
Punjab,Fatehgarh Sahib,Black Soil,Whole Year,18.0,71,188.9,Rice,Jowar
Punjab,Fatehgarh Sahib,Laterite Soil,Whole Year,27.7,57,273.6,Rice,Tea
Punjab,Fatehgarh Sahib,Red Soil,Zaid,32.7,87,54.8,Maize,Pulses
Punjab,Fatehgarh Sahib,Red Soil,Kharif,32.8,89,154.9,Muskmelon,Millets
Punjab,Fatehgarh Sahib,Sandy Soil,Zaid,36.4,80,46.2,Coconut,Watermelon
Punjab,Fatehgarh Sahib,Black Soil,Zaid,27.4,69,227.2,Maize,Jowar
Punjab,Fatehgarh Sahib,Laterite Soil,Kharif,30.0,87,279.6,Maize,Cashew
Punjab,Fatehgarh Sahib,Black Soil,Rabi,35.9,53,189.1,Jute,Cotton
Punjab,Fatehgarh Sahib,Loamy Soil,Rabi,37.2,62,228.9,Coffee,Sugarcane
Punjab,Fatehgarh Sahib,Black Soil,Kharif,26.3,57,49.5,Pomegranate,Soybean
Punjab,Fatehgarh Sahib,Loamy Soil,Whole Year,19.0,49,342.5,Rice,Sugarcane
Punjab,Fatehgarh Sahib,Alluvial Soil,Whole Year,18.8,43,338.6,Mothbeans,Sugarcane
Punjab,Fazilka,Red Soil,Kharif,24.7,41,222.5,Maize,Millets
Punjab,Fazilka,Alluvial Soil,Kharif,23.5,57,98.3,Blackgram,Sugarcane
Punjab,Fazilka,Red Soil,Zaid,19.3,57,115.6,Apple,Millets
Punjab,Fazilka,Sandy Soil,Rabi,37.5,58,287.6,Muskmelon,Muskmelon
Punjab,Fazilka,Alluvial Soil,Whole Year,29.2,48,214.5,Mothbeans,Rice
Punjab,Fazilka,Alluvial Soil,Kharif,39.0,62,252.8,Coffee,Rice
Punjab,Fazilka,Loamy Soil,Kharif,36.3,67,321.7,Watermelon,Maize
Punjab,Fazilka,Laterite Soil,Rabi,18.9,50,160.1,Kidneybeans,Cashew
Punjab,Fazilka,Sandy Soil,Rabi,32.8,91,97.1,Mothbeans,Groundnut
Punjab,Fazilka,Loamy Soil,Whole Year,35.7,44,293.2,Muskmelon,Maize
Punjab,Fazilka,Red Soil,Zaid,25.4,79,132.4,Apple,Pulses
Punjab,Fazilka,Black Soil,Rabi,29.2,73,191.1,Lentil,Cotton
Punjab,Fazilka,Loamy Soil,Kharif,20.0,40,299.7,Banana,Wheat
Punjab,Fazilka,Laterite Soil,Zaid,19.7,50,188.3,Muskmelon,Cashew
Punjab,Fazilka,Red Soil,Kharif,27.2,82,165.9,Lentil,Pulses
Punjab,Fazilka,Laterite Soil,Whole Year,28.1,90,191.1,Rice,Coffee
Punjab,Fazilka,Red Soil,Kharif,22.8,89,39.6,Mango,Millets
Punjab,Fazilka,Alluvial Soil,Rabi,22.6,93,293.4,Jute,Rice
Punjab,Fazilka,Sandy Soil,Rabi,37.9,59,82.8,Papaya,Muskmelon
Punjab,Fazilka,Alluvial Soil,Kharif,35.8,68,177.0,Papaya,Rice
Punjab,Firozpur,Loamy Soil,Whole Year,25.3,86,279.4,Pigeonpeas,Rice
Punjab,Firozpur,Loamy Soil,Rabi,26.1,85,171.3,Jute,Sugarcane
Punjab,Firozpur,Red Soil,Whole Year,25.9,51,39.6,Jute,Groundnut
Punjab,Firozpur,Red Soil,Rabi,25.8,62,286.9,Coffee,Millets
Punjab,Firozpur,Laterite Soil,Whole Year,33.5,59,35.1,Watermelon,Cashew
Punjab,Firozpur,Black Soil,Zaid,26.6,84,317.9,Coconut,Cotton
Punjab,Firozpur,Loamy Soil,Rabi,35.6,72,197.9,Mothbeans,Sugarcane
Punjab,Firozpur,Red Soil,Whole Year,33.2,59,342.0,Muskmelon,Pulses
Punjab,Firozpur,Red Soil,Rabi,20.3,54,338.3,Maize,Pulses
Punjab,Firozpur,Red Soil,Rabi,21.4,77,306.1,Pigeonpeas,Groundnut
Punjab,Firozpur,Laterite Soil,Zaid,33.1,62,145.6,Coconut,Coffee
Punjab,Firozpur,Red Soil,Whole Year,26.9,63,111.5,Blackgram,Pulses
Punjab,Firozpur,Laterite Soil,Zaid,21.8,81,254.0,Papaya,Coffee
Punjab,Firozpur,Red Soil,Zaid,30.0,74,305.7,Rice,Millets
Punjab,Firozpur,Red Soil,Zaid,34.9,72,52.1,Coffee,Millets
Punjab,Firozpur,Sandy Soil,Rabi,25.6,92,303.9,Grapes,Groundnut
Punjab,Firozpur,Black Soil,Whole Year,34.1,56,248.6,Mango,Jowar
Punjab,Firozpur,Laterite Soil,Kharif,39.7,49,73.2,Cotton,Coffee
Punjab,Firozpur,Loamy Soil,Zaid,23.3,88,267.9,Jute,Wheat
Punjab,Firozpur,Alluvial Soil,Rabi,23.6,55,167.5,Banana,Sugarcane
Punjab,Gurdaspur,Black Soil,Whole Year,28.3,83,79.2,Orange,Cotton
Punjab,Gurdaspur,Sandy Soil,Kharif,29.8,63,288.2,Papaya,Muskmelon
Punjab,Gurdaspur,Loamy Soil,Whole Year,37.0,50,65.5,Apple,Wheat
Punjab,Gurdaspur,Laterite Soil,Kharif,30.6,69,115.5,Chickpea,Tea
Punjab,Gurdaspur,Alluvial Soil,Kharif,36.4,62,46.9,Mungbean,Maize
Punjab,Gurdaspur,Black Soil,Zaid,36.3,72,78.2,Banana,Jowar
Punjab,Gurdaspur,Alluvial Soil,Zaid,32.4,49,102.6,Cotton,Wheat
Punjab,Gurdaspur,Laterite Soil,Zaid,32.6,92,33.9,Rice,Coffee
Punjab,Gurdaspur,Laterite Soil,Whole Year,32.3,87,228.4,Pomegranate,Tea
Punjab,Gurdaspur,Laterite Soil,Rabi,31.1,81,290.5,Rice,Cashew
Punjab,Gurdaspur,Laterite Soil,Rabi,34.0,76,45.4,Mungbean,Cashew
Punjab,Gurdaspur,Loamy Soil,Rabi,37.5,54,90.1,Cotton,Rice
Punjab,Gurdaspur,Laterite Soil,Whole Year,21.9,68,322.3,Kidneybeans,Coffee
Punjab,Gurdaspur,Red Soil,Zaid,18.5,90,328.3,Watermelon,Groundnut
Punjab,Gurdaspur,Laterite Soil,Kharif,23.7,41,330.6,Mango,Tea
Punjab,Gurdaspur,Alluvial Soil,Rabi,36.4,89,286.7,Coffee,Wheat
Punjab,Gurdaspur,Sandy Soil,Rabi,33.1,46,144.4,Chickpea,Muskmelon
Punjab,Gurdaspur,Alluvial Soil,Kharif,26.5,76,324.3,Mothbeans,Maize
Punjab,Gurdaspur,Sandy Soil,Kharif,35.4,72,85.6,Jute,Muskmelon
Punjab,Gurdaspur,Red Soil,Kharif,28.4,78,163.3,Lentil,Millets
Punjab,Hoshiarpur,Sandy Soil,Rabi,20.7,79,173.1,Pigeonpeas,Watermelon
Punjab,Hoshiarpur,Black Soil,Zaid,26.7,65,291.5,Orange,Soybean
Punjab,Hoshiarpur,Laterite Soil,Kharif,33.5,67,21.9,Cotton,Coffee
Punjab,Hoshiarpur,Sandy Soil,Rabi,29.9,66,336.9,Coffee,Groundnut
Punjab,Hoshiarpur,Laterite Soil,Whole Year,34.0,71,199.4,Coconut,Tea
Punjab,Hoshiarpur,Alluvial Soil,Whole Year,23.0,83,129.0,Apple,Maize
Punjab,Hoshiarpur,Alluvial Soil,Rabi,20.2,66,174.6,Grapes,Wheat
Punjab,Hoshiarpur,Alluvial Soil,Rabi,35.5,50,285.6,Muskmelon,Sugarcane
Punjab,Hoshiarpur,Black Soil,Kharif,32.3,79,68.6,Lentil,Jowar
Punjab,Hoshiarpur,Loamy Soil,Rabi,29.0,56,269.0,Pigeonpeas,Rice
Punjab,Hoshiarpur,Laterite Soil,Kharif,35.3,54,296.3,Watermelon,Tea
Punjab,Hoshiarpur,Black Soil,Whole Year,29.5,51,343.5,Jute,Jowar
Punjab,Hoshiarpur,Red Soil,Zaid,28.7,58,27.8,Rice,Pulses
Punjab,Hoshiarpur,Black Soil,Whole Year,22.3,95,263.8,Papaya,Soybean
Punjab,Hoshiarpur,Loamy Soil,Rabi,32.7,72,203.0,Mango,Maize
Punjab,Hoshiarpur,Sandy Soil,Rabi,26.4,42,83.2,Papaya,Watermelon
Punjab,Hoshiarpur,Red Soil,Rabi,19.2,78,143.3,Papaya,Groundnut
Punjab,Hoshiarpur,Black Soil,Zaid,29.8,62,61.7,Mungbean,Cotton
Punjab,Hoshiarpur,Laterite Soil,Zaid,30.2,68,347.1,Maize,Coffee
Punjab,Hoshiarpur,Laterite Soil,Whole Year,24.1,54,176.9,Jute,Tea
Punjab,Jalandhar,Black Soil,Kharif,36.3,86,187.2,Rice,Jowar
Punjab,Jalandhar,Laterite Soil,Kharif,35.6,71,103.9,Kidneybeans,Tea
Punjab,Jalandhar,Laterite Soil,Kharif,38.0,73,210.2,Pigeonpeas,Coffee
Punjab,Jalandhar,Alluvial Soil,Whole Year,29.4,51,33.3,Mango,Rice
Punjab,Jalandhar,Black Soil,Rabi,25.3,56,77.6,Coconut,Soybean
Punjab,Jalandhar,Loamy Soil,Rabi,30.9,65,79.6,Rice,Rice
Punjab,Jalandhar,Sandy Soil,Kharif,27.8,54,230.7,Pigeonpeas,Watermelon
Punjab,Jalandhar,Laterite Soil,Kharif,20.5,41,346.0,Jute,Tea
Punjab,Jalandhar,Alluvial Soil,Whole Year,30.0,41,124.8,Mungbean,Maize
Punjab,Jalandhar,Sandy Soil,Whole Year,31.3,50,332.0,Pomegranate,Muskmelon
Punjab,Jalandhar,Alluvial Soil,Zaid,30.2,88,344.6,Rice,Rice
Punjab,Jalandhar,Black Soil,Whole Year,27.3,60,249.5,Grapes,Soybean
Punjab,Jalandhar,Laterite Soil,Whole Year,18.9,79,151.9,Maize,Coffee
Punjab,Jalandhar,Sandy Soil,Kharif,20.0,58,61.7,Maize,Muskmelon
Punjab,Jalandhar,Red Soil,Whole Year,37.5,64,117.3,Mothbeans,Millets
Punjab,Jalandhar,Alluvial Soil,Kharif,33.8,80,334.5,Pomegranate,Maize
Punjab,Jalandhar,Sandy Soil,Zaid,18.5,81,67.9,Coconut,Watermelon
Punjab,Jalandhar,Sandy Soil,Kharif,25.3,57,32.7,Orange,Watermelon
Punjab,Jalandhar,Laterite Soil,Kharif,27.2,47,347.5,Mango,Cashew
Punjab,Jalandhar,Loamy Soil,Zaid,35.3,57,67.4,Orange,Rice
Punjab,Kapurthala,Laterite Soil,Kharif,22.9,63,102.5,Blackgram,Cashew
Punjab,Kapurthala,Laterite Soil,Kharif,33.8,56,224.0,Pomegranate,Cashew
Punjab,Kapurthala,Alluvial Soil,Whole Year,23.4,67,204.6,Lentil,Sugarcane
Punjab,Kapurthala,Sandy Soil,Rabi,20.7,68,272.5,Muskmelon,Watermelon
Punjab,Kapurthala,Black Soil,Whole Year,33.2,44,275.5,Chickpea,Soybean
Punjab,Kapurthala,Alluvial Soil,Kharif,37.6,46,349.9,Lentil,Sugarcane
Punjab,Kapurthala,Laterite Soil,Rabi,28.5,72,150.9,Mothbeans,Tea
Punjab,Kapurthala,Alluvial Soil,Whole Year,30.7,59,60.9,Chickpea,Sugarcane
Punjab,Kapurthala,Black Soil,Whole Year,33.6,95,123.2,Rice,Jowar
Punjab,Kapurthala,Alluvial Soil,Rabi,25.5,65,246.7,Coconut,Maize
Punjab,Kapurthala,Laterite Soil,Zaid,29.9,77,105.8,Kidneybeans,Coffee
Punjab,Kapurthala,Sandy Soil,Zaid,28.9,67,70.0,Watermelon,Groundnut
Punjab,Kapurthala,Black Soil,Whole Year,31.5,83,306.4,Mungbean,Jowar
Punjab,Kapurthala,Alluvial Soil,Whole Year,18.7,65,134.2,Lentil,Rice
Punjab,Kapurthala,Loamy Soil,Whole Year,24.6,42,349.0,Maize,Rice
Punjab,Kapurthala,Sandy Soil,Rabi,18.9,75,68.0,Rice,Watermelon
Punjab,Kapurthala,Laterite Soil,Zaid,20.9,46,309.9,Kidneybeans,Coffee
Punjab,Kapurthala,Sandy Soil,Rabi,27.4,80,279.9,Kidneybeans,Muskmelon
Punjab,Kapurthala,Laterite Soil,Kharif,22.0,76,123.8,Mango,Tea
Punjab,Kapurthala,Sandy Soil,Whole Year,25.5,71,336.9,Maize,Watermelon
Punjab,Ludhiana,Alluvial Soil,Kharif,35.2,93,195.0,Coffee,Sugarcane
Punjab,Ludhiana,Alluvial Soil,Whole Year,32.6,73,107.4,Pomegranate,Maize
Punjab,Ludhiana,Alluvial Soil,Rabi,23.7,93,125.6,Pigeonpeas,Rice
Punjab,Ludhiana,Loamy Soil,Whole Year,32.9,84,61.3,Maize,Maize
Punjab,Ludhiana,Black Soil,Rabi,20.2,59,24.4,Maize,Jowar
Punjab,Ludhiana,Black Soil,Kharif,33.3,42,224.4,Apple,Soybean
Punjab,Ludhiana,Sandy Soil,Kharif,32.8,59,47.6,Papaya,Watermelon
Punjab,Ludhiana,Sandy Soil,Zaid,35.4,52,309.3,Apple,Groundnut
Punjab,Ludhiana,Laterite Soil,Zaid,24.0,66,106.1,Coconut,Tea
Punjab,Ludhiana,Alluvial Soil,Zaid,18.9,69,285.4,Jute,Rice
Punjab,Ludhiana,Sandy Soil,Whole Year,37.9,80,203.1,Mungbean,Watermelon
Punjab,Ludhiana,Sandy Soil,Rabi,38.1,77,156.3,Banana,Groundnut
Punjab,Ludhiana,Alluvial Soil,Zaid,26.5,94,146.9,Mango,Wheat
Punjab,Ludhiana,Alluvial Soil,Zaid,34.9,84,74.5,Rice,Rice
Punjab,Ludhiana,Loamy Soil,Kharif,31.4,90,303.5,Lentil,Maize
Punjab,Ludhiana,Loamy Soil,Zaid,24.6,77,36.6,Coconut,Rice
Punjab,Ludhiana,Black Soil,Whole Year,34.7,65,102.9,Watermelon,Soybean
Punjab,Ludhiana,Loamy Soil,Rabi,25.9,48,329.4,Jute,Sugarcane
Punjab,Ludhiana,Alluvial Soil,Whole Year,30.2,70,106.3,Lentil,Rice
Punjab,Ludhiana,Red Soil,Whole Year,35.7,88,162.4,Pomegranate,Groundnut
Punjab,Malerkotla,Loamy Soil,Kharif,39.5,73,266.6,Pomegranate,Maize
Punjab,Malerkotla,Red Soil,Zaid,19.2,61,143.5,Rice,Groundnut
Punjab,Malerkotla,Laterite Soil,Kharif,24.3,78,238.1,Pomegranate,Cashew
Punjab,Malerkotla,Black Soil,Whole Year,23.3,55,80.9,Grapes,Soybean
Punjab,Malerkotla,Loamy Soil,Rabi,31.0,80,208.9,Chickpea,Wheat
Punjab,Malerkotla,Loamy Soil,Zaid,30.9,90,341.5,Apple,Maize
Punjab,Malerkotla,Red Soil,Whole Year,39.5,61,40.7,Rice,Pulses
Punjab,Malerkotla,Laterite Soil,Rabi,26.6,40,90.7,Muskmelon,Tea
Punjab,Malerkotla,Sandy Soil,Rabi,29.6,75,70.7,Apple,Muskmelon
Punjab,Malerkotla,Laterite Soil,Zaid,22.5,52,285.8,Mungbean,Cashew
